x,y,date,city,country,venue,tour,year
14.505099,46.0511,1995-06-23 00:00:00+00,Ljubljana,Yugoslavia,Sports Hall,1995 Spring/Summer European Tour,1995
2.158997,41.388797,1999-10-08 00:00:00+00,Barcelona,Spain,Zeleste,1999 Fall European Tour,1999
2.158997,41.388797,1990-11-01 00:00:00+00,Barcelona,Spain,KGB,1990 Fall European Tour,1990
2.158997,41.388797,1995-06-03 00:00:00+00,Barcelona,Spain,Zeleste,1995 Spring/Summer European Tour,1995
-2.417499,43.115099,1999-10-10 00:00:00+00,Bergara,Spain,Sala Jam,1999 Fall European Tour,1999
-2.022128,42.930513,1995-05-27 00:00:00+00,Lakuntza,Spain,Sala Matraka,1995 Spring/Summer European Tour,1995
-3.702597,40.416499,1992-06-02 00:00:00+00,Madrid,Spain,Revolver,1992 Spring European Tour,1992
-3.702597,40.416499,1995-06-02 00:00:00+00,Madrid,Spain,Revolver,1995 Spring/Summer European Tour,1995
-5.844801,43.360294,1995-05-28 00:00:00+00,Oviedo,Spain,Sala Antiquo,1995 Spring/Summer European Tour,1995
-8.545698,42.880497,1995-05-29 00:00:00+00,San.De Campostela,Spain,Sala Numero K,1995 Spring/Summer European Tour,1995
-0.377398,39.469799,1995-06-04 00:00:00+00,Valencia,Spain,Zepplin Rock,1995 Spring/Summer European Tour,1995
-0.877298,41.656099,1992-06-03 00:00:00+00,Zaragoza,Spain,En Bruto,1992 Spring European Tour,1992
17.1417,60.674496,1990-10-01 00:00:00+00,Gavle,Sweden,Cafe Q,1990 Fall European Tour,1990
17.1417,60.674496,1992-07-08 00:00:00+00,Gavle,Sweden,Cafe Q,1992 Spring European Tour,1992
14.156197,57.781501,2000-10-06 00:00:00+00,Jonkopping,Sweden,Kulturehuset,2000 Fall Northern European Tour,2000
15.621597,58.410898,1990-10-02 00:00:00+00,Linkoping,Sweden,Rock Lamour,1990 Fall European Tour,1990
13.193198,55.705796,2000-10-08 00:00:00+00,Lund,Sweden,Mejeriet,2000 Fall Northern European Tour,2000
18.064896,59.332597,2000-10-01 00:00:00+00,Stockholm,Sweden,Kollgsborg,2000 Fall Northern European Tour,2000
20.259696,63.828397,2000-09-30 00:00:00+00,Umea,Sweden,Galaxen,2000 Fall Northern European Tour,2000
6.145697,46.202201,1999-10-06 00:00:00+00,Geneva,Switzerland,L'Usine,1999 Fall European Tour,1999
8.549999,47.366698,1992-06-18 00:00:00+00,Zurich,Switzerland,Rote Fabrik,1992 Spring European Tour,1992
8.549999,47.366698,1988-11-08 00:00:00+00,Zurich,Switzerland,Provitreff House,1988 Fall European Tour,1988
8.549999,47.366698,1990-10-17 00:00:00+00,Zurich,Switzerland,Rote Fabrik,1990 Fall European Tour,1990
8.549999,47.366698,1995-06-09 00:00:00+00,Zurich,Switzerland,Rote Fabrik,1995 Spring/Summer European Tour,1995
8.549999,47.366698,1999-10-05 00:00:00+00,Zurich,Switzerland,Rote Fabrik,1999 Fall European Tour,1999
-149.900297,61.218097,1995-11-01 00:00:00+00,Anchorage,USA,Egan Center,1995 Fall USA/Canada Tour,1995
-86.802499,33.520695,2002-03-25 00:00:00+00,Birmingham,USA,Sloss Furnace,2002 Spring Southern USA/Texas Tour,2002
-86.802499,33.520695,1991-05-21 00:00:00+00,Birmingham,USA,Tuxedo Junction,1991 Spring USA Tour,1991
-86.586101,34.730399,1996-03-27 00:00:00+00,Huntsville,USA,University of Alabama Spragins Hall Gym,1996 Southern USA Tour,1996
-86.586101,34.730399,1991-05-08 00:00:00+00,Huntsville,USA,Carriage House Inn,1991 Spring USA Tour,1991
-92.442097,35.088698,1998-11-24 00:00:00+00,Conway,USA,"Hendrix University, Hulen Ballroom",1998 Fall Mid-West USA Tour,1998
-94.157397,36.062596,1990-06-12 00:00:00+00,Fayetteville,USA,Studio 225,1990 Spring/Summer USA Tour,1990
-94.157397,36.062596,1991-06-01 00:00:00+00,Fayetteville,USA,Studio 225,1991 Spring USA Tour,1991
-92.289596,34.746496,1990-05-03 00:00:00+00,Little Rock,USA,Mandrake's,1990 Spring/Summer USA Tour,1990
-92.289596,34.746496,1991-05-23 00:00:00+00,Little Rock,USA,Vino's,1991 Spring USA Tour,1991
-92.289596,34.746496,2002-04-02 00:00:00+00,Little Rock,USA,Rivermarket Pavillion,2002 Spring Southern USA/Texas Tour,2002
-112.073999,33.448398,1995-11-11 00:00:00+00,Phoenix,USA,Party Gardens,1995 Fall USA/Canada Tour,1995
-112.073999,33.448398,1989-05-16 00:00:00+00,Phoenix,USA,Time Out of Mind,1989 Spring USA Tour,1989
-112.073999,33.448398,2001-04-12 00:00:00+00,Phoenix,USA,Celebrity Theater,2001 Spring Western USA Tour,2001
-112.073999,33.448398,1991-09-09 00:00:00+00,Phoenix,USA,Silver Dollar,1991 Summer/Fall USA/Canada Tour,1991
-112.073999,33.448398,1990-05-12 00:00:00+00,Phoenix,USA,U.A. Local Pipefitter's Hall,1990 Spring/Summer USA Tour,1990
-111.239901,36.134996,2001-04-13 00:00:00+00,Tuba City,USA,Grey Hills High School,2001 Spring Western USA Tour,2001
-110.926499,32.221696,1988-05-24 00:00:00+00,Tucson,USA,Park Place BBQ,1988 Spring USA Tour,1988
-110.926499,32.221696,1990-05-11 00:00:00+00,Tucson,USA,Dodiak Gallery,1990 Spring/Summer USA Tour,1990
-110.926499,32.221696,1993-04-20 00:00:00+00,Tucson,USA,Coyote's,1993 Spring USA Tour,1993
-110.926499,32.221696,2001-04-10 00:00:00+00,Tucson,USA,Rialto Theater,2001 Spring Western USA Tour,2001
-119.018699,35.373298,1999-03-04 00:00:00+00,Bakersfield,USA,Juarez Hall,1999 West Coast USA Tour,1999
-119.018699,35.373298,1995-11-07 00:00:00+00,Bakersfield,USA,Tejon Theater,1995 Fall USA/Canada Tour,1995
-122.272798,37.8716,1989-05-20 00:00:00+00,Berkeley,USA,Gilman Street,1989 Spring USA Tour,1989
-122.272798,37.8716,1988-05-20 00:00:00+00,Berkeley,USA,Gilman Street,1988 Spring USA Tour,1988
-122.272798,37.8716,1993-04-30 00:00:00+00,Berkeley,USA,UC Berkeley Sproul Plaza,1993 Spring USA Tour,1993
-122.272798,37.8716,1991-09-01 00:00:00+00,Berkeley,USA,Gilman Street,1991 Summer/Fall USA/Canada Tour,1991
-122.272798,37.8716,1990-05-20 00:00:00+00,Berkeley,USA,Gilman Street,1990 Spring/Summer USA Tour,1990
-121.837497,39.728496,1999-03-03 00:00:00+00,Chico,USA,Cal State University Shurmer Gym,1999 West Coast USA Tour,1999
-121.837497,39.728496,1990-05-24 00:00:00+00,Chico,USA,Burro Room,1990 Spring/Summer USA Tour,1990
-117.291999,33.036995,1990-05-15 00:00:00+00,Encinitas,USA,La Paloma Theater,1990 Spring/Summer USA Tour,1990
-124.163699,40.802099,1990-05-25 00:00:00+00,Eureka,USA,National Guard Armory,1990 Spring/Summer USA Tour,1990
-119.772399,36.7477,1991-09-04 00:00:00+00,Fresno,USA,Knights of Columbus Hall,1991 Summer/Fall USA/Canada Tour,1991
-119.860999,34.413297,1991-09-05 00:00:00+00,Isla Vista,USA,Anaconda,1991 Summer/Fall USA/Canada Tour,1991
-119.860999,34.413297,1990-05-18 00:00:00+00,Isla Vista,USA,UC Santa Barbara Pub,1990 Spring/Summer USA Tour,1990
-118.173997,35.052498,1991-09-06 00:00:00+00,Jawbone Canyon,USA,Jawbone Canyon Desert,1991 Summer/Fall USA/Canada Tour,1991
-118.189199,33.766997,1988-05-21 00:00:00+00,Long Beach,USA,Zed Records,1988 Spring USA Tour,1988
-118.2437,34.052197,1989-05-18 00:00:00+00,Los Angeles,USA,Anti-Club,1989 Spring USA Tour,1989
-118.2437,34.052197,1991-09-08 00:00:00+00,Los Angeles,USA,Hollywood Palladium,1991 Summer/Fall USA/Canada Tour,1991
-118.2437,34.052197,1992-01-24 00:00:00+00,Los Angeles,USA,Hollywood Palladium,1992 Winter/Spring Regional Dates,1992
-118.2437,34.052197,1993-04-23 00:00:00+00,Los Angeles,USA,Hollywood Palladium,1993 Spring USA Tour,1993
-118.2437,34.052197,1995-11-09 00:00:00+00,Los Angeles,USA,Shrine Auditorium,1995 Fall USA/Canada Tour,1995
-118.2437,34.052197,1995-11-08 00:00:00+00,Los Angeles,USA,Shrine Auditorium,1995 Fall USA/Canada Tour,1995
-118.2437,34.052197,1992-01-25 00:00:00+00,Los Angeles,USA,Hollywood Palladium,1992 Winter/Spring Regional Dates,1992
-118.2437,34.052197,1999-03-08 00:00:00+00,Los Angeles,USA,Palace,1999 West Coast USA Tour,1999
-118.2437,34.052197,1999-03-09 00:00:00+00,Los Angeles,USA,Palace,1999 West Coast USA Tour,1999
-118.2437,34.052197,1999-03-10 00:00:00+00,Los Angeles,USA,Palace,1999 West Coast USA Tour,1999
-118.2437,34.052197,1993-04-25 00:00:00+00,Los Angeles,USA,Hollywood Palladium,1993 Spring USA Tour,1993
-118.2437,34.052197,1993-04-24 00:00:00+00,Los Angeles,USA,Hollywood Palladium,1993 Spring USA Tour,1993
-122.2708,37.804398,1991-08-31 00:00:00+00,Oakland,USA,Scottish Rites Temple,1991 Summer/Fall USA/Canada Tour,1991
-122.142996,37.441896,1999-02-21 00:00:00+00,Palo Alto,USA,Edge,1999 West Coast USA Tour,1999
-122.636699,38.232395,1991-08-30 00:00:00+00,Petaluma,USA,Phoenix Theater,1991 Summer/Fall USA/Canada Tour,1991
-117.752297,34.055298,1988-05-22 00:00:00+00,Pomona,USA,Elks Lodge,1988 Spring USA Tour,1988
-117.752297,34.055298,1999-03-07 00:00:00+00,Pomona,USA,Glasshouse,1999 West Coast USA Tour,1999
-118.499526,34.199146,1990-05-16 00:00:00+00,Reseda,USA,Country Club,1990 Spring/Summer USA Tour,1990
-118.501906,34.194387,1990-05-17 00:00:00+00,Reseda,USA,Country Club,1990 Spring/Summer USA Tour,1990
-121.494397,38.581598,1991-09-03 00:00:00+00,Sacramento,USA,One Edge Up,1991 Summer/Fall USA/Canada Tour,1991
-121.494397,38.581598,1995-11-04 00:00:00+00,Sacramento,USA,Grind,1995 Fall USA/Canada Tour,1995
-121.494397,38.581598,1993-05-02 00:00:00+00,Sacramento,USA,Crest Theater,1993 Spring USA Tour,1993
-121.494397,38.581598,1999-02-24 00:00:00+00,Sacramento,USA,Crest Theater,1999 West Coast USA Tour,1999
-117.1573,32.715299,1995-11-10 00:00:00+00,San Diego,USA,Soma,1995 Fall USA/Canada Tour,1995
-117.1573,32.715299,1993-04-26 00:00:00+00,San Diego,USA,SOMA,1993 Spring USA Tour,1993
-122.419399,37.774898,1995-11-05 00:00:00+00,San Francisco,USA,Trocadero Transfer,1995 Fall USA/Canada Tour,1995
-122.419399,37.774898,1995-11-06 00:00:00+00,San Francisco,USA,Trocadero Transfer,1995 Fall USA/Canada Tour,1995
-122.419399,37.774898,1999-02-22 00:00:00+00,San Francisco,USA,Maritime,1999 West Coast USA Tour,1999
-122.419399,37.774898,1993-05-01 00:00:00+00,San Francisco,USA,Fort Mason Pier C,1993 Spring USA Tour,1993
-122.419399,37.774898,1989-05-21 00:00:00+00,San Francisco,USA,Women's Building,1989 Spring USA Tour,1989
-122.419399,37.774898,2000-06-04 00:00:00+00,San Francisco,USA,Delores Park,2000 Summer/Fall Regional Dates,2000
-122.419399,37.774898,1990-05-19 00:00:00+00,San Francisco,USA,Russian Theater,1990 Spring/Summer USA Tour,1990
-119.698197,34.420799,1993-04-27 00:00:00+00,Santa Barbara,USA,Anaconda,1993 Spring USA Tour,1993
-119.293198,34.278297,1999-02-19 00:00:00+00,Ventura,USA,Ventura Theater,1999 West Coast USA Tour,1999
-117.291197,34.536098,1999-03-06 00:00:00+00,Victorville,USA,Fly Theater,1999 West Coast USA Tour,1999
-121.7569,36.910197,1993-04-28 00:00:00+00,Watsonville,USA,Veteran's Memorial Hall,1993 Spring USA Tour,1993
-121.7569,36.910197,1999-02-20 00:00:00+00,Watsonville,USA,Veteran&#x27;s Memorial Hall,1999 West Coast USA Tour,1999
-104.821397,38.8339,2001-04-07 00:00:00+00,Colorado Springs,USA,Colorado Music Hall,2001 Spring Western USA Tour,2001
-104.9847,39.739198,2001-04-05 00:00:00+00,Denver,USA,Ogden Theater,2001 Spring Western USA Tour,2001
-104.9847,39.739198,1991-09-13 00:00:00+00,Denver,USA,Gothic Theater,1991 Summer/Fall USA/Canada Tour,1991
-104.9847,39.739198,1990-06-08 00:00:00+00,Denver,USA,Atzlan Theater,1990 Spring/Summer USA Tour,1990
-104.9847,39.739198,1993-05-18 00:00:00+00,Denver,USA,Mammoth Events Center,1993 Spring USA Tour,1993
-104.9847,39.739198,1995-10-22 00:00:00+00,Denver,USA,Mammoth Events Center,1995 Fall USA/Canada Tour,1995
-104.9847,39.739198,2001-04-06 00:00:00+00,Denver,USA,Ogden Theater,2001 Spring Western USA Tour,2001
-72.685097,41.763695,1995-04-07 00:00:00+00,Hartford,USA,West Indian Social Club,1995 USA East Coast Tour,1995
-72.928201,41.308201,1992-04-13 00:00:00+00,New Haven,USA,Rockbar,1992 Spring East Coast Tour,1992
-73.407898,41.117597,1989-04-07 00:00:00+00,Norwalk,USA,Anthrax,1989 Spring USA Tour,1989
-73.407898,41.117597,1987-12-05 00:00:00+00,Norwalk,USA,Anthrax,1987 Fall/Winter Regional Dates,1987
-73.407898,41.117597,1989-10-07 00:00:00+00,Norwalk,USA,Anthrax,1989 Canada/NE Tour,1989
-72.249501,41.808396,1991-03-07 00:00:00+00,Storrs,USA,University of Connecticut,1991 Winter/Spring East Coast USA Tour,1991
-72.249501,41.808396,1993-09-18 00:00:00+00,Storrs,USA,University of Connecticut Fieldhouse,1993 Fall USA/Canda Tour,1993
-72.650699,41.5623,1988-04-15 00:00:00+00,Wesleyan,USA,Wesleyan University Eclectic House,1988 Spring USA Tour,1988
-72.650699,41.5623,1989-04-08 00:00:00+00,Wesleyan,USA,Wesleyan University Eclectic House,1989 Spring USA Tour,1989
-72.650699,41.5623,1987-12-04 00:00:00+00,Wesleyan,USA,Wesleyan University Eclectic House,1987 Fall/Winter Regional Dates,1987
-77.036397,38.895097,1993-03-21 00:00:00+00,Washington,USA,Freedom Plaza,1993 Winter/Spring Regional Dates,1993
-77.036397,38.895097,1987-09-03 00:00:00+00,Washington,USA,Wilson Center,1987 Fall/Winter Regional Dates,1987
-77.036397,38.895097,1993-08-07 00:00:00+00,Washington,USA,Sylvan Theater,1993 Fall/Winter Regional Dates,1993
-77.036397,38.895097,1993-08-09 00:00:00+00,Washington,USA,Fort Reno,1993 Fall/Winter Regional Dates,1993
-77.036397,38.895097,1994-06-03 00:00:00+00,Washington,USA,Pirate House / Brendan's Going Away Party,1994 Summer Regional Dates,1994
-77.036397,38.895097,1994-08-04 00:00:00+00,Washington,USA,Fort Reno,1994 Summer Regional Dates,1994
-77.036385,38.895085,1994-11-27 00:00:00+00,Washington,USA,9:30 Club,1994 Fall/Winter Regional Dates,1994
-77.036456,38.895109,1994-11-29 00:00:00+00,Washington,USA,Black Cat,1994 Fall/Winter Regional Dates,1994
-77.036456,38.895109,1996-01-30 00:00:00+00,Washington,USA,Black Cat,1996 Winter/Spring Regional Dates,1996
-77.036409,38.895085,1996-01-31 00:00:00+00,Washington,USA,9:30 Club,1996 Winter/Spring Regional Dates,1996
-77.036433,38.895133,1996-04-19 00:00:00+00,Washington,USA,First Baptist Church,1996 Spring/Summer Regional Dates,1996
-77.036409,38.895085,1996-08-15 00:00:00+00,Washington,USA,Fort Reno,1996 Spring/Summer Regional Dates,1996
-77.036409,38.895061,1996-09-29 00:00:00+00,Washington,USA,Malcolm X Park,1996 Spring/Summer Regional Dates,1996
-77.036385,38.895085,1997-08-29 00:00:00+00,Washington,USA,Fort Reno,1997 Summer/Fall Regional Dates,1997
-77.036409,38.895061,1997-09-03 00:00:00+00,Washington,USA,Wilson Center,1997 Summer/Fall Regional Dates,1997
-77.036456,38.895133,1998-07-30 00:00:00+00,Washington,USA,Fort Reno,1998 Summer/Fall Regional Dates,1998
-77.036409,38.895085,1998-07-31 00:00:00+00,Washington,USA,Sanctuary Theater,1998 Summer/Fall Regional Dates,1998
-77.033744,38.89518,1998-12-03 00:00:00+00,Washington,USA,Sanctuary Theater,1998 Fall/Winter Regional Dates,1998
-77.036504,38.895109,1999-08-26 00:00:00+00,Washington,USA,Fort Reno,1999 Summer/Fall Regional Dates,1999
-77.036455,38.895107,1999-12-05 00:00:00+00,Washington,USA,9:30 Club,1999 Fall/Winter Southern USA Tour,1999
-77.036441,38.895121,2000-06-27 00:00:00+00,Washington,USA,Smithsonian Folklife Festival / National Mall,2000 Summer/Fall Regional Dates,2000
-77.036434,38.895099,2000-08-07 00:00:00+00,Washington,USA,Fort Reno,2000 Summer/Fall Regional Dates,2000
-77.036441,38.895107,1987-09-26 00:00:00+00,Washington,USA,St. Stephen's Church Cafeteria,1987 Fall/Winter Regional Dates,1987
-77.03643,38.895117,1987-10-16 00:00:00+00,Washington,USA,dc space,1987 Fall/Winter Regional Dates,1987
-77.036455,38.895107,1987-12-03 00:00:00+00,Washington,USA,Wilson Center,1987 Fall/Winter Regional Dates,1987
-77.036441,38.895114,1987-12-28 00:00:00+00,Washington,USA,dc space,1987 Fall/Winter Regional Dates,1987
-77.036434,38.895096,1988-03-03 00:00:00+00,Washington,USA,Wilson Center,1988 Winter/Spring Regional Dates,1988
-77.036427,38.895096,1988-03-30 00:00:00+00,Washington,USA,dc space,1988 Winter/Spring Regional Dates,1988
-77.036427,38.895103,1988-05-01 00:00:00+00,Washington,USA,Lafayette Park,1988 Spring USA Tour,1988
-77.03643,38.89511,1988-06-15 00:00:00+00,Washington,USA,9:30 Club,1988 Summer/Fall Regional Dates,1988
-77.036437,38.895114,1988-07-18 00:00:00+00,Washington,USA,Fort Reno,1988 Summer/Fall Regional Dates,1988
-77.036437,38.895107,1988-07-28 00:00:00+00,Washington,USA,Wilson Center,1988 Summer/Fall Regional Dates,1988
-77.036437,38.895103,1988-08-01 00:00:00+00,Washington,USA,dc space,1988 Summer/Fall Regional Dates,1988
-77.036437,38.895099,1988-09-11 00:00:00+00,Washington,USA,Dupont Circle,1988 Summer/Fall Regional Dates,1988
-77.036434,38.89511,1988-10-06 00:00:00+00,Washington,USA,9:30 Club,1988 Summer/Fall Regional Dates,1988
-77.036452,38.895103,1989-01-26 00:00:00+00,Washington,USA,9:30 Club,1989 Winter/Spring Regional Dates,1989
-77.036452,38.89511,2001-04-25 00:00:00+00,Washington,USA,9:30 Club,2001 Spring/Summer Regional Dates,2001
-77.036423,38.895114,2001-04-27 00:00:00+00,Washington,USA,Sacred Heart Church Hall,2001 Spring/Summer Regional Dates,2001
-77.036427,38.895099,1989-03-24 00:00:00+00,Washington,USA,Wilson Center,1989 Winter/Spring Regional Dates,1989
-77.036437,38.895103,1989-06-22 00:00:00+00,Washington,USA,Wilson Center,1989 Summer Regional Dates,1989
-77.036441,38.895103,1989-07-19 00:00:00+00,Washington,USA,9:30 Club,1989 Summer Regional Dates,1989
-77.03643,38.89511,1989-07-20 00:00:00+00,Washington,USA,9:30 Club,1989 Summer Regional Dates,1989
-77.036441,38.895103,1989-08-28 00:00:00+00,Washington,USA,Fort Reno,1989 Summer Regional Dates,1989
-77.036434,38.895099,1989-09-22 00:00:00+00,Washington,USA,All Souls Church Pierce Hall,1989 Summer Regional Dates,1989
-77.036434,38.895107,1989-10-15 00:00:00+00,Washington,USA,Dupont Circle,1989 Fall Regional Dates,1989
-77.036459,38.895099,1990-01-27 00:00:00+00,Washington,USA,St. Augustine's Church Hall,1990 Winter/Spring Regional Dates,1990
-77.036448,38.895103,2001-08-13 00:00:00+00,Washington,USA,Fort Reno,2001 Fall/Winter Regional Dates,2001
-77.036441,38.895103,1990-03-08 00:00:00+00,Washington,USA,Citadel Center,1990 Spring Southern USA Tour,1990
-77.036441,38.895099,1990-07-06 00:00:00+00,Washington,USA,St. Augustine's Church Hall,1990 Summer Regional Dates,1990
-77.036448,38.895103,1991-01-02 00:00:00+00,Washington,USA,9:30 Club,1991 Winter/Spring Regional Dates,1991
-77.036444,38.895099,1991-01-03 00:00:00+00,Washington,USA,9:30 Club,1991 Winter/Spring Regional Dates,1991
-77.036441,38.895124,1991-01-12 00:00:00+00,Washington,USA,Lafayette Park,1991 Winter/Spring Regional Dates,1991
-77.03643,38.895107,1991-02-15 00:00:00+00,Washington,USA,Sacred Heart Church Hall,1991 Winter/Spring Regional Dates,1991
-77.036427,38.895121,1991-04-12 00:00:00+00,Washington,USA,Sacred Heart Church Hall,1991 Spring Regional Dates,1991
-77.03643,38.895096,1991-06-17 00:00:00+00,Washington,USA,Sacred Heart Church Hall,1991 Summer Regional Dates,1991
-77.036427,38.895096,1991-07-28 00:00:00+00,Washington,USA,dc space,1991 Summer Regional Dates,1991
-77.036444,38.895103,1991-07-29 00:00:00+00,Washington,USA,Fort Reno,1991 Summer Regional Dates,1991
-77.036441,38.895117,1991-12-08 00:00:00+00,Washington,USA,dc space,1991 Fall/Winter Regional Dates,1991
-77.036427,38.89511,1992-03-06 00:00:00+00,Washington,USA,St. Stephen's Church Hall,1992 Winter/Spring Regional Dates,1992
-77.036444,38.89511,1992-04-03 00:00:00+00,Washington,USA,Sanctuary Theater,1992 Winter/Spring Regional Dates,1992
-77.03643,38.895096,1992-04-04 00:00:00+00,Washington,USA,Sanctuary Theater,1992 Winter/Spring Regional Dates,1992
-77.036366,38.895089,1992-10-23 00:00:00+00,Washington,USA,Sanctuary Theater,1992 Summer/Fall Regional Dates,1992
-77.036441,38.89511,1988-12-29 00:00:00+00,Washington,USA,Wilson Center,1988 Fall/Winter Regional Dates,1988
-77.03643,38.89511,1992-07-25 00:00:00+00,Washington,USA,US Capitol Plaza Supreme Court,1992 Summer/Fall Regional Dates,1992
-77.036441,38.895128,2002-07-01 00:00:00+00,Washington,USA,Fort Reno,2002 Summer/Fall Regional Dates,2002
-77.036434,38.895085,1995-09-16 00:00:00+00,Washington,USA,Sylvan Theater,1995 Fall USA/Canada Tour,1995
-75.7497,39.683697,1995-04-14 00:00:00+00,Newark,USA,University of Delaware Carpenter Hall,1995 USA East Coast Tour,1995
-75.075997,38.720998,1993-09-29 00:00:00+00,Rehoboth Beach,USA,Strand,1993 Fall USA/Canda Tour,1993
-80.143398,26.122297,1993-02-14 00:00:00+00,Fort Lauderdale,USA,Edge,1993 Winter Southern USA Tour,1993
-80.143398,26.122297,2000-01-18 00:00:00+00,Fort Lauderdale,USA,Chili Pepper,2000 Winter Southern USA Tour,2000
-80.143398,26.122297,1996-04-02 00:00:00+00,Fort Lauderdale,USA,Edge,1996 Southern USA Tour,1996
-82.324799,29.651598,1993-02-17 00:00:00+00,Gainesville,USA,Florida Theater,1993 Winter Southern USA Tour,1993
-82.324799,29.651598,2000-01-15 00:00:00+00,Gainesville,USA,Brick City,2000 Winter Southern USA Tour,2000
-82.324799,29.651598,1989-05-06 00:00:00+00,Gainesville,USA,American Legion Hall,1989 Spring USA Tour,1989
-82.324799,29.651598,1991-05-18 00:00:00+00,Gainesville,USA,Club Demolition,1991 Spring USA Tour,1991
-82.324799,29.651598,1990-03-16 00:00:00+00,Gainesville,USA,American Legion Hall,1990 Spring Southern USA Tour,1990
-81.655698,30.332198,1996-03-31 00:00:00+00,Jacksonville,USA,Milk Bar,1996 Southern USA Tour,1996
-81.655698,30.332198,1993-02-12 00:00:00+00,Jacksonville,USA,Club 5,1993 Winter Southern USA Tour,1993
-81.655698,30.332198,1991-05-14 00:00:00+00,Jacksonville,USA,Milk Bar,1991 Spring USA Tour,1991
-80.193699,25.774296,1991-05-16 00:00:00+00,Miami,USA,Cameo Theater,1991 Spring USA Tour,1991
-81.379197,28.538296,1990-03-17 00:00:00+00,Orlando,USA,Beacham Theater,1990 Spring Southern USA Tour,1990
-81.379197,28.538296,2000-01-16 00:00:00+00,Orlando,USA,Firestone,2000 Winter Southern USA Tour,2000
-81.379197,28.538296,1996-04-01 00:00:00+00,Orlando,USA,Firestone,1996 Southern USA Tour,1996
-81.379197,28.538296,1993-02-13 00:00:00+00,Orlando,USA,Edge,1993 Winter Southern USA Tour,1993
-81.379197,28.538296,1991-05-17 00:00:00+00,Orlando,USA,Beacham Theater,1991 Spring USA Tour,1991
-87.216899,30.4213,1990-03-19 00:00:00+00,Pensacola,USA,Nite Owl,1990 Spring Southern USA Tour,1990
-87.216899,30.4213,1991-05-20 00:00:00+00,Pensacola,USA,Nite Owl,1991 Spring USA Tour,1991
-84.280697,30.438298,2000-01-20 00:00:00+00,Tallahassee,USA,Moon,2000 Winter Southern USA Tour,2000
-82.458401,27.947497,1993-02-16 00:00:00+00,Tampa,USA,Ritz,1993 Winter Southern USA Tour,1993
-82.458401,27.947497,2000-01-19 00:00:00+00,Tampa,USA,Masquerade,2000 Winter Southern USA Tour,2000
-82.458401,27.947497,1996-04-03 00:00:00+00,Tampa,USA,Masquerade,1996 Southern USA Tour,1996
-82.458401,27.947497,1991-05-15 00:00:00+00,Tampa,USA,Ritz,1991 Spring USA Tour,1991
-83.3779,33.960998,1988-06-03 00:00:00+00,Athens,USA,40 Watt,1988 Spring USA Tour,1988
-83.3779,33.960998,1991-05-11 00:00:00+00,Athens,USA,40 Watt,1991 Spring USA Tour,1991
-83.3779,33.960998,1996-03-26 00:00:00+00,Athens,USA,40 Watt,1996 Southern USA Tour,1996
-83.3779,33.960998,1993-02-19 00:00:00+00,Athens,USA,40 Watt,1993 Winter Southern USA Tour,1993
-83.3779,33.960998,1999-12-18 00:00:00+00,Athens,USA,40 Watt,1999 Fall/Winter Southern USA Tour,1999
-83.3779,33.960998,1989-05-03 00:00:00+00,Athens,USA,40 Watt,1989 Spring USA Tour,1989
-83.3779,33.960998,1990-03-14 00:00:00+00,Athens,USA,40 Watt,1990 Spring Southern USA Tour,1990
-83.3779,33.960998,1993-02-18 00:00:00+00,Athens,USA,40 Watt,1993 Winter Southern USA Tour,1993
-84.387996,33.749,1999-12-17 00:00:00+00,Atlanta,USA,Masquerade,1999 Fall/Winter Southern USA Tour,1999
-84.387996,33.749,1988-06-04 00:00:00+00,Atlanta,USA,First Existentialist Church,1988 Spring USA Tour,1988
-84.387996,33.749,1996-03-28 00:00:00+00,Atlanta,USA,Masquerade,1996 Southern USA Tour,1996
-84.387996,33.749,1989-05-05 00:00:00+00,Atlanta,USA,Excelsior Mill,1989 Spring USA Tour,1989
-84.387996,33.749,1996-03-29 00:00:00+00,Atlanta,USA,Masquerade,1996 Southern USA Tour,1996
-84.387996,33.749,1990-03-15 00:00:00+00,Atlanta,USA,Masquerade,1990 Spring Southern USA Tour,1990
-84.387996,33.749,1993-02-09 00:00:00+00,Atlanta,USA,Masquerade,1993 Winter Southern USA Tour,1993
-84.387996,33.749,1993-02-10 00:00:00+00,Atlanta,USA,Masquerade,1993 Winter Southern USA Tour,1993
-84.387996,33.749,1991-05-12 00:00:00+00,Atlanta,USA,Masquerade,1991 Spring USA Tour,1991
-81.0998,32.083496,2000-01-14 00:00:00+00,Savannah,USA,River Rock,2000 Winter Southern USA Tour,2000
-81.0998,32.083496,1996-03-30 00:00:00+00,Savannah,USA,Zoo,1996 Southern USA Tour,1996
-81.0998,32.083496,1993-02-11 00:00:00+00,Savannah,USA,Knights of Columbus Hall,1993 Winter Southern USA Tour,1993
-81.0998,32.083496,1991-05-13 00:00:00+00,Savannah,USA,Sun,1991 Spring USA Tour,1991
-157.858299,21.306899,1991-11-18 00:00:00+00,Honolulu,USA,University of Hawaii,1991 Australia/New Zealand/Japan Tour,1991
-157.858299,21.306899,1993-12-14 00:00:00+00,Honolulu,USA,After Dark,1993 Japan/Australia/New Zealand Tour,1993
-157.858299,21.306899,1996-10-16 00:00:00+00,Honolulu,USA,Groove,1996 US/Japan/Hong Kong/Australia Tour,1996
